video_uid,clip_frames,query,template,is_NA,predicted_start,predicted_end,gt_start,gt_end
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[18900, 33300]",How many belts are on the display table? ,Objects: How many X’s? (quantity question),True,0,0,23137,23434
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[18900, 33300]",How many display cards are on the display table? ,Objects: How many X’s? (quantity question),True,0,0,24365,25151
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[18900, 33300]",How many ties are on the display table? ,Objects: How many X’s? (quantity question),True,0,0,25298,25447
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[18900, 33300]",What word is written on the poster on the wall? ,Objects: What X is Y?,True,0,0,27806,27833
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[18900, 33300]",Where is the brown shoes? ,Objects: Where is object X?,False,23373,24096,31542,31578
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[18900, 33300]",Where is the black silhouette shoes? ,Objects: Where is object X?,False,27128,27175,31745,31764
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[18900, 33300]",Where is the water bottle? ,Objects: Where is object X?,True,0,0,32016,32040
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[35100, 47641]",Query Text:How many belts were kept on the display table?,Objects: How many X’s? (quantity question),True,0,0,45266,46039
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[35100, 47641]",Query Text:How many ties were kept on the display table?,Objects: How many X’s? (quantity question),True,0,0,45281,46029
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[35100, 47641]",Query Text:How many purses were kept on the display table?,Objects: How many X’s? (quantity question),True,0,0,45293,46001
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[35100, 47641]",Query Text:Where did I put the white color top hanger?,Place: Where did I put X?,True,0,0,36064,36550
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[35100, 47641]",Query Text:Where was the yellow shoe before I picked it up?,Objects: Where is object X before / after event Y?,False,42946,43615,41881,42058
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[35100, 47641]",Query Text:Where did I last put the white furry scarf?,Place: Where did I put X?,False,40191,40191,45161,45688
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[35100, 47641]",Query Text:Where did I last put the orange top hanger?,Place: Where did I put X?,True,0,0,46609,46752
ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,"[35100, 47641]",Query Text:Who did I interact with when I was holding the orange basket?,People: Who did I interact with when I did activity X?,False,47223,47479,47245,47641
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",what did i put on the wall?,Objects: What did I put in X?,False,51437,51714,51414,51450
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",where was the hammer before i took it?,Objects: Where is object X before / after event Y?,False,57744,57845,51944,51957
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",what did i put on the wall?,Objects: What did I put in X?,False,51437,51714,53867,53957
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",how many nail gun cartridges did i collect from the bed?,Objects: How many X’s? (quantity question),True,0,0,55157,55320
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",what object did i cut?,Objects: What X did I Y?,False,58533,58728,58650,58683
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",where was the nail puller before i picked it?,Objects: Where is object X before / after event Y?,True,0,0,59733,59754
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",where is the radio?,Objects: Where is object X?,True,0,0,63181,63253
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",Where were the hammer before I picked it up?,Objects: Where is object X before / after event Y?,False,57744,57845,51942,51963
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",What color is the nail gun I picked?,Objects: What X is Y?,True,0,0,52267,52278
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",In what room did I disconnect the bulb?,Objects: In what location did I see object X ?,False,53394,53583,53288,53448
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",What machine did I turn?,Objects: What X is Y?,False,61536,61679,61967,62032
2d29b45a-169b-453f-8050-98ec147b0ccf,"[51300, 64463]",Where did I put the wire?,Place: Where did I put X?,False,64286,64327,64266,64316
7fc72743-4b55-48de-b988-4c690bda912f,"[35100, 49126]",What colour is the shirt I first picked from the hook?,Objects: What X is Y?,True,0,0,36701,36739
7fc72743-4b55-48de-b988-4c690bda912f,"[35100, 49126]",What shirt did I put on the cloth rack?,Objects: What X did I Y?,False,39393,39940,44734,44950
7fc72743-4b55-48de-b988-4c690bda912f,"[35100, 49126]",What colour is the shirt I picked from the cloth rack?,Objects: What X is Y?,True,0,0,47935,48014
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where did i put the pocket knife?,Place: Where did I put X?,False,610,610,507,610
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where was the torque before I picked it?,Objects: Where is object X before / after event Y?,True,0,0,1353,1381
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where did i put the torque?,Place: Where did I put X?,False,2347,2347,2299,2371
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where did I put the lubricant? ,Place: Where did I put X?,False,2857,2857,2796,2913
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where was the plier before I picked it?,Objects: Where is object X before / after event Y?,False,5737,5737,5630,5725
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",How many power tools are on the work becnh?,Objects: How many X’s? (quantity question),True,0,0,5630,5738
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",In what location did I see the fire extinguisher?,Objects: In what location did I see object X ?,True,0,0,8608,8693
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",What color is the broom?,Objects: What X is Y?,True,0,0,12354,12443
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where was the rim before I picked it?,Objects: Where is object X before / after event Y?,False,373,373,0,358
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where did I drop the tag and receipt?,Place: Where did I put X?,False,432,432,410,457
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",What did I put in the wheel repair stand?,Objects: What did I put in X?,False,506,697,468,542
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where did I put the pack of nuts ?,Place: Where did I put X?,False,1216,1382,1358,1377
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where was the bottle before I picked it?,Objects: Where is object X before / after event Y?,True,0,0,2341,2460
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where was the tyre before I picked it,Objects: Where is object X before / after event Y?,True,0,0,2577,2681
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",What did l put in the tyre?,Objects: What did I put in X?,False,3180,3217,4086,4800
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where is the pliers?,Objects: Where is object X?,False,5737,5997,5713,5987
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where is my pressure drill?,Objects: Where is my object X?,True,0,0,6398,8660
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",ln what location did l see the drill?,Objects: In what location did I see object X ?,True,0,0,9222,11474
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Did l touch the exhaust pipe?,Objects: What did I put in X?,True,0,0,11942,13971
180b72fa-2102-414e-a6d5-2806e53f320c,"[0, 14402]",Where did l put the grass?,Place: Where did I put X?,False,13732,13907,14131,14403
8e748fd1-e30e-4bf6-a04f-5f570ca075ac,"[18900, 32685]",who did I interact with when I was shopping ,People: Who did I interact with when I did activity X?,False,19347,19490,19286,19421
8e748fd1-e30e-4bf6-a04f-5f570ca075ac,"[18900, 32685]",what cake did I carry ,Objects: What X did I Y?,False,19635,19635,20486,20519
8e748fd1-e30e-4bf6-a04f-5f570ca075ac,"[18900, 32685]",what did I put in the  shelve,Objects: What did I put in X?,False,18933,18933,27003,27087
8e748fd1-e30e-4bf6-a04f-5f570ca075ac,"[18900, 32685]",When did I talk to the cashier at the store,People: When did I talk to or interact with person with role X?,False,28042,29226,31002,31157
8e748fd1-e30e-4bf6-a04f-5f570ca075ac,"[18900, 32685]",who did I talk to in the supermarket ,People: Who did I talk to in location X?,False,19347,19490,31031,31065
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",What did I put in the kitchen cabinet last?,Objects: What did I put in X?,False,7907,8050,1598,1810
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",In what location did I see the kitchen tap?,Objects: In what location did I see object X ?,False,1908,2418,1689,2639
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",Who did I talk to in the kitchen?,People: Who did I talk to in location X?,True,0,0,2534,2646
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",Where is the desktop computer?,Objects: Where is object X?,True,0,0,3688,3759
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",What did I put in the laundry machine?,Objects: What did I put in X?,False,3209,5372,4872,5400
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",Where is the cooking pot?,Objects: Where is object X?,True,0,0,5807,5879
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",Where is the tissue paper?,Objects: Where is object X?,True,0,0,7406,7434
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",In what location did I see the laundry machine last?,Objects: In what location did I see object X ?,False,4239,5372,7406,7436
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",Where is the white and red bucket?,Objects: Where is object X?,True,0,0,8970,13537
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",Where is the pipe metal?,Objects: Where is object X?,False,8599,11002,9414,13518
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",In what location did I see the shoes last?,Objects: In what location did I see object X ?,True,0,0,13600,13665
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",Where is the coffeemaker?,Objects: Where is object X?,True,0,0,414,454
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",What color is the colander?,Objects: What X is Y?,True,0,0,718,816
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",What color is the air fryer?,Objects: What X is Y?,True,0,0,1083,1197
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",What did I put in the dishwasher?,Objects: What did I put in X?,True,0,0,1210,1272
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",In what location did I see the iron? ,Objects: In what location did I see object X ?,True,0,0,3170,3277
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",How many Guitars on the wall?,Objects: How many X’s? (quantity question),True,0,0,3574,3677
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",How many desktops on the table?,Objects: How many X’s? (quantity question),True,0,0,3727,3780
d526d862-080f-4b3e-9894-6ff997f5d6ac,"[0, 14400]",What color is the laundry basket?,Objects: What X is Y?,True,0,0,4157,4204
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",What chopping board did I wash?,Objects: What X did I Y?,False,8786,9065,0,120
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",Where was the chopping board before I dropped it?,Objects: Where is object X before / after event Y?,False,1844,1879,19,162
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",Where was the onion before I picked it?,Objects: Where is object X before / after event Y?,False,257,285,170,484
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",What did i put in the pan?,Objects: What did I put in X?,False,1751,2021,1374,1620
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",Where was the mushroom before i picked it?,Objects: Where is object X before / after event Y?,False,3369,3536,2670,2917
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",What did i put in the tupperware?,Objects: What did I put in X?,False,3082,3167,2940,3150
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",What did i put in the fridge,Objects: What did I put in X?,False,3192,3320,3210,3330
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",What mushroom did i chop,Objects: What X did I Y?,False,3369,3564,3392,3958
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",How much much oil did I put in the pan?,Objects: How many X’s? (quantity question),False,1536,1616,1528,1615
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",How much onion did I put in the pan?,Objects: How many X’s? (quantity question),False,1751,1844,1756,1858
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",Where did I put the onion?,Place: Where did I put X?,False,3082,3320,3064,3179
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",How much cauliflower did I put in the pan?,Objects: How many X’s? (quantity question),False,3536,4211,5585,5725
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",How much meat did I put in the pot?,Objects: How many X’s? (quantity question),False,7388,7813,7692,7792
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",How much soap did I apply on the sponge?,Objects: How many X’s? (quantity question),False,8566,9021,8574,8619
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",How much water did I put in the pot?,Objects: How many X’s? (quantity question),False,11302,11648,11420,11654
9f28e782-417c-4c8b-a7ae-42fc96a0e94f,"[0, 14400]",How many tomatoes did I chop?,Objects: How many X’s? (quantity question),False,12700,14378,13393,14019
d8217a15-4527-4557-94c5-df4eb78b748a,"[13500, 27900]",What did I put on the bicycle?,Objects: What did I put in X?,False,13811,13941,13717,13787
d8217a15-4527-4557-94c5-df4eb78b748a,"[13500, 27900]",Did I leave the lift open?,Objects: State of an object,False,16471,17154,17019,17227
d8217a15-4527-4557-94c5-df4eb78b748a,"[13500, 27900]",In what location did I see the red chair?,Objects: In what location did I see object X ?,True,0,0,18535,18828
d8217a15-4527-4557-94c5-df4eb78b748a,"[13500, 27900]",Where did I put the handbag?,Place: Where did I put X?,False,19036,19096,19017,19088
d8217a15-4527-4557-94c5-df4eb78b748a,"[13500, 27900]",Where was the mask before I picked it?,Objects: Where is object X before / after event Y?,False,22736,22847,22720,22767
d8217a15-4527-4557-94c5-df4eb78b748a,"[13500, 27900]",Where did I put the mask box?,Place: Where did I put X?,False,24378,24454,24364,24399
d8217a15-4527-4557-94c5-df4eb78b748a,"[13500, 27900]",Who did I interact with when adjusting a watch on the hand?,People: Who did I interact with when I did activity X?,False,24775,26098,25588,26150
d8217a15-4527-4557-94c5-df4eb78b748a,"[13500, 27900]",In what location did I see the wall clock?,Objects: In what location did I see object X ?,True,0,0,26516,26626
5b0b0b85-4238-4b95-aaa6-dce4011eab86,"[21600, 36001]",where is the helmet?,Objects: Where is object X?,False,22848,24906,22841,22950
5b0b0b85-4238-4b95-aaa6-dce4011eab86,"[21600, 36001]",who did i talk to in a road?,People: Who did I talk to in location X?,False,35284,35284,24143,24204
5b0b0b85-4238-4b95-aaa6-dce4011eab86,"[21600, 36001]",who did I interact with when did I rode the bicycle?,People: Who did I interact with when I did activity X?,False,26605,35284,25055,25710
5b0b0b85-4238-4b95-aaa6-dce4011eab86,"[21600, 36001]",what color is clothe?,Objects: What X is Y?,True,0,0,26843,27180
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",Did I unlock the door?,Objects: State of an object,False,6082,6148,5645,5722
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",What color is the drawer I opened?,Objects: What X is Y?,False,7503,7567,8607,8667
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",Where did I put the wallet?,Place: Where did I put X?,False,8635,8702,8748,8792
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",What frying pan did I pick from the cooker?,Objects: What X did I Y?,False,17605,17655,13155,13192
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",Where did I put the mug?,Place: Where did I put X?,False,13809,13844,13813,13868
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",What color is the plate I put in the cupboard?,Objects: What X is Y?,False,18395,18628,13921,13966
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",Where is the can after I dropped it ?,Objects: Where is object X before / after event Y?,False,10039,10133,14315,14365
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",Where did I put the frying pan?,Place: Where did I put X?,False,19100,19132,16745,16806
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",what did l take on the floor,Objects: What did I put in X?,True,0,0,6561,7590
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",what did l put in the drawer,Objects: What did I put in X?,False,13114,13180,8558,8820
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",where did l hang the jacket,Place: Where did I put X?,False,9449,9725,9428,9960
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",what color is the trouser l folded last,Objects: What X did I Y?,False,10133,10300,10208,10350
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",what did l pick on the floor,Objects: What did I put in X?,True,0,0,10954,11130
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",what did l take on top of a drawer,Objects: What did I put in X?,False,7801,7939,11790,12180
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",what did l put on top of a drawer,Objects: What did I put in X?,False,8539,8539,12919,13020
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",what did l take in the fridge,Objects: What did I put in X?,False,13437,13577,13416,13620
512db5d5-6aa3-4777-a1ba-1ea1718db929,"[5400, 19801]",where did l wash the utensils,Place: Where did I put X?,False,17037,19672,15064,18960
c4333895-ed19-42fe-9323-271a41bdfe4c,"[8100, 22500]",Where did I see a banner?,Objects: Where is object X?,True,0,0,8142,8151
c4333895-ed19-42fe-9323-271a41bdfe4c,"[8100, 22500]",What was the color of my drawstring bag?,Objects: What X is Y?,True,0,0,8289,8313
c4333895-ed19-42fe-9323-271a41bdfe4c,"[8100, 22500]",Who did I interact with when I was walking out of the building?,People: Who did I interact with when I did activity X?,False,9445,9445,9447,9490
c4333895-ed19-42fe-9323-271a41bdfe4c,"[8100, 22500]",In what location did I see the fountain?,Objects: In what location did I see object X ?,True,0,0,11085,11260
c4333895-ed19-42fe-9323-271a41bdfe4c,"[8100, 22500]",How many bicycles were parked on the last bicycle rack parking?,Objects: How many X’s? (quantity question),True,0,0,13939,14422
c4333895-ed19-42fe-9323-271a41bdfe4c,"[8100, 22500]",In what location did I see the bus?,Objects: In what location did I see object X ?,True,0,0,17765,17917
c4333895-ed19-42fe-9323-271a41bdfe4c,"[8100, 22500]",What road did I cross?,Objects: What X did I Y?,False,18686,19142,18694,19076
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[21599, 35999]",Where is the shower head before I started using it?,Objects: Where is object X before / after event Y?,True,0,0,23636,23837
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[21599, 35999]",Which tap did I open?,Objects: What X did I Y?,False,27135,27146,27101,27157
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[21599, 35999]",Where is the bathroom mat after I picked it from the floor?,Objects: Where is object X before / after event Y?,False,31228,31383,31129,31277
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[21599, 35999]",Where did I put the tablet?,Place: Where did I put X?,True,0,0,32291,32382
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[21599, 35999]",Where did I put the cleaning detergent?,Place: Where did I put X?,False,33198,33371,33258,33343
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[21599, 35999]",What did I put in the dustbin?,Objects: What did I put in X?,False,33063,33068,33827,33927
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[21599, 35999]",Where did I put the phone?,Place: Where did I put X?,False,35205,35679,35631,35677
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[0, 14400]",In what location did I see weighing machine?,Objects: In what location did I see object X ?,True,0,0,3026,3157
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[0, 14400]",Where was the toilet brush before I picked the harpic?,Objects: Where is object X before / after event Y?,True,0,0,6369,6378
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[0, 14400]",What did I put in the dustbin?,Objects: What did I put in X?,False,1483,8423,8420,8425
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[0, 14400]",What color in the towel I wiped hands with?,Objects: What X is Y?,False,8582,8711,8705,8768
8af2ed7d-4435-40ce-b3cc-685f28bfcb2d,"[0, 14400]",Where did I put the toothpaste?,Place: Where did I put X?,False,14326,14342,14347,14356
66449379-0188-4d1f-a333-768bc81f358c,"[5400, 19800]",Query Text:What did I put in the basket?,Objects: What did I put in X?,False,15146,15904,15244,15966
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Who held the wood when I trimmed the wood,People: Who did I interact with when I did activity X?,False,1164,1282,108,675
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Did I leave the switchboard door closed,Objects: State of an object,False,4122,4719,4680,4718
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Where was the car after I switched on the lights,Objects: Where is object X before / after event Y?,True,0,0,4753,4943
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Where was the leather jacket before I switched off the lights ,Objects: Where is object X before / after event Y?,False,5124,5574,5079,5121
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Where were the gloves before I picked the wood ,Objects: Where is object X before / after event Y?,False,10124,10176,6207,6283
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Where is the thickness planer,Objects: Where is object X?,False,582,1421,14223,14259
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Who was with me when I operated the thickness planer machine?,People: Who did I interact with when I did activity X?,False,582,1421,525,765
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",What did I put in the thickness planer machine?,Objects: What did I put in X?,False,1164,1282,1237,1717
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Did I close the circuit breaker box? ,Objects: State of an object,False,4122,4719,4622,4742
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Who did I talk to in the workshop?,People: Who did I talk to in location X?,False,9068,9278,5310,5430
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Who did I talk to in the workshop?,People: Who did I talk to in location X?,False,9068,9530,9047,9707
85775377-b334-4bd7-8cfc-16885099cc9a,"[0, 14401]",Where was the plank before I dropped it on the floor?,Objects: Where is object X before / after event Y?,False,12182,12437,11969,12539
